Dataset,Soil_Type,Image_Path,Detected_Tone,pH Range,Temperature (°C),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Crop_Recommendations,Fertilizer_Recommendations,Weather_Based_Crop_Recommendation,Season_Based_Crop_Recommendation,Current_Season,Current_Temperature(°C),Current_Humidity(%),Weather_Description,Nitrogen (mg/kg)_min,Nitrogen (mg/kg)_max,Phosphorus (mg/kg)_min,Phosphorus (mg/kg)_max,Potassium (mg/kg)_min,Potassium (mg/kg)_max,pH Range_min,pH Range_max
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_18.jpg,Greenish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","DAP, Compost, NPK, Urea, Phosphate","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_19.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_20.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_21.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_3.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_4.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_44.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_45.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_46.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_47.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_5.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_6.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_8.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Clay_9.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of 91714675-background-of-red-clay-the-real-desert-soil.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of 94530057-red-clay-soil-on-nature-as-a-background-.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of BLOG_Clay_soil_1024_500_x500.png,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of clay-260nw-614429543.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Clay-Soil(2).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of clay-soil-close-up-brown-179039817.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of clay-soil-cropped.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of clay-soil.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of clay-soil2.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of clay.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Clayey-Soil-img.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Clay_Soil.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of cracked-clay-soil-12498989(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of cracked-clay-soil-12498989.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images34.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images407(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images407.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images43(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images43.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images72(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images72.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images76(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of images76.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of man-working-shovel-clay-260nw-639044377(1).jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of man-working-shovel-clay-260nw-639044377.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of plants-clay-soil-intro.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of red-clay-soil-closeup-red-clay-soil-closeup-as-natural-background-98921605.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of red-clay-soil-closeup-red-clay-soil-closeup-as-natural-background-989216052.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Sample1.0.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Sample1.120.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Sample1.150.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Sample1.30.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Sample1.60.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\Copy of Sample1.90.jpg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
test,Clay soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\test\Clay soil\image23 (2).jpeg,Reddish,6.0–7.0,20–30,65–80,220–350,25–40,250–400,"Rice, Sugarcane, Lettuce, Broccoli, Peas","Compost, NPK, Urea, Biofertilizer, Vermicompost","Rice, Sugarcane, Lettuce, Broccoli, Peas","Peas, Wheat, Mustard, Potato, Oats",Winter,28.07,44,haze,220.0,350.0,25.0,40.0,250.0,400.0,6.0,7.0
